"20100404",37440
"20100405",43504
"20100405",38935
"20100405",40052
"20100405",30686
"20100405",50299
"20100405",49192
"20100405",53081
"20100405",42493
"20100405",43836
"20100405",45808
"20100405",41245
"20100405",39024
"20100405",41290
"20100406",43510
"20100406",38000
"20100406",10090
"20100406",36973
"20100406",19177
"20100406",24237
"20100406",37344
"20100407",41533
"20100407",38238
"20100407",19514
"20100407",10574
"20100407",18194
"20100407",15220
"20100407",22890
"20100407",17673
"20100407",36170
"20100407",28132
"20100407",21599
"20100407",35793
"20100407",38863
"20100407",31061
"20100407",27240
"20100408",39709
"20100408",18637
"20100408",10909
"20100408",12464
"20100408",16191
"20100408",14707
"20100408",27443
"20100408",13445
"20100408",25982
"20100408",9352
"20100408",20217
"20100409",40034
"20100409",48891
"20100409",21416
"20100409",45010
"20100409",21091
"20100409",33221
"20100409",25271
"20100409",21316
"20100409",24419
"20100409",49509
"20100409",40666
"20100409",27288
"20100409",34018
"20100409",28055
"20100409",42940
"20100410",40249
"20100410",21148
"20100410",28337
"20100410",35332
"20100410",37505
"20100410",29892
"20100410",26861
"20100410",22400
"20100410",27235
"20100410",36090
"20100410",25308
"20100410",35138
"20100410",42039
"20100410",33044
"20100410",42985
"20100411",40601
"20100411",22499
"20100411",25550
"20100411",26081
"20100411",19240
"20100411",31253
"20100411",26846
"20100411",21093
"20100411",26945
"20100411",39576
"20100411",18758
"20100411",28619
"20100411",33294
"20100411",33672
"20100411",38062
"20100412",9129
"20100412",42061
"20100412",17058
"20100412",38145
"20100412",45876
"20100412",46321
"20100412",41306
"20100412",10119
"20100412",44791
"20100412",42843
"20100412",26011
"20100412",46918
"20100413",13731
"20100413",18414
"20100413",49293
"20100413",18043
"20100413",12167
"20100413",25110
"20100413",10681
"20100413",56000
"20100413",28030
"20100414",10248
"20100414",10071
"20100414",19262
"20100414",38164
"20100414",42372
"20100414",15978
"20100414",10610
"20100414",39565
"20100414",26310
"20100414",14390
"20100414",44621
"20100414",45438
"20100414",24969
"20100414",29028
"20100414",35883
"20100415",10198
"20100415",38341
"20100415",44722
"20100415",17382
"20100415",10744
"20100415",38026
"20100415",26195
"20100415",12912
"20100415",39697
"20100415",44157
"20100415",16356
"20100415",35371
"20100416",51"
"20100416",10421
"20100416",38532
"20100416",42145
"20100416",12225
"20100416",39999
"20100416",14779
"20100416",27692
"20100416",37291
"20100416",49319
"20100416",45245
"20100416",14758
"20100416",26632
"20100416",40101
"20100416",17234
"20100417",37022
"20100417",12885
"20100417",38564
"20100417",44963
"20100417",15072
"20100417",31647
"20100417",17187
"20100417",32602
"20100417",40471
"20100417",44734
"20100417",45305
"20100417",25196
"20100417",31324
"20100417",43709
"20100417",18673
"20100418",37143
"20100418",10564
"20100418",38544
"20100418",44121
"20100418",14451
"20100418",30419
"20100418",14246
"20100418",26546
"20100418",39506
"20100418",50433
"20100418",45405
"20100418",13860
"20100418",20634
"20100418",40007
"20100418",18789
"20100419",36006
"20100419",37609
"20100419",14528
"20100419",10314
"20100419",24167
"20100419",27940
"20100419",17087
"20100419",11623
"20100420",35266
"20100420",37614
"20100420",19260
"20100420",38985
"20100420",19849
"20100420",15931
"20100420",10565
"20100420",19855
"20100420",18032
"20100420",12965
"20100420",24135
"20100420",27502
"20100420",9386
"20100420",17822
"20100420",15037
"20100421",35279
"20100421",37518
"20100421",17023
"20100421",39044
"20100421",30211
"20100421",18401
"20100421",15577
"20100421",19165
"20100421",21171
"20100421",12203
"20100421",22607
"20100421",25684
"20100421",12192
"20100421",14906
"20100421",11191
"20100422",37338
"20100422",37417
"20100422",18207
"20100422",38810
"20100422",21986
"20100422",22476
"20100422",13261
"20100422",21802
"20100422",28535
"20100422",13634
"20100422",15518
"20100423",44002
"20100423",37367
"20100423",24653
"20100423",16605
"20100423",11547
"20100423",22056
"20100423",26445
"20100423",25980
"20100423",15183
"20100423",30018
"20100423",37848
"20100423",32265
"20100423",42860
"20100423",23859
"20100424",43390
"20100424",38017
"20100424",25253
