last_name, first_name,year,b_ab,b_home_run,batting_avg,xba,xslg,xwoba,xobp,xiso,exit_velocity_avg,launch_angle_avg,
Carlson, Dylan,2020,110,3,.200,.246,.443,.303,.294,.197,87.4,9.3,
Hernandez, Cesar,2020,233,3,.283,.270,.391,.317,.344,.121,89.1,5.6,
Peraza, Jose,2020,111,1,.225,.240,.361,.279,.292,.121,85.4,20,
Realmuto, J.T.,2020,173,11,.266,.248,.499,.344,.333,.251,90.2,11.6,
Hernandez, Enrique,2020,139,5,.230,.226,.385,.279,.270,.159,88.5,16.2,
Cooper, Garrett,2020,120,6,.283,.304,.521,.368,.372,.217,90.1,9.5,
Davis, J.D.,2020,190,6,.247,.258,.430,.348,.381,.171,90.1,3.3,
Gardner, Brett,2020,130,5,.223,.224,.366,.316,.355,.143,89.2,15,
Freeman, Freddie,2020,214,13,.341,.341,.660,.441,.462,.320,92.4,17.2,
La Stella, Tommy,2020,196,5,.281,.278,.424,.337,.368,.146,88,17.1,
Iglesias, Jose,2020,142,3,.373,.359,.503,.372,.389,.144,86.4,7.3,
Polanco, Jorge,2020,209,4,.258,.264,.384,.293,.309,.120,86.6,16.1,
Cave, Jake,2020,113,4,.221,.213,.331,.264,.277,.118,87.4,8.5,
Berti, Jon,2020,120,2,.258,.242,.315,.318,.374,.073,86.6,7.2,
Longoria, Evan,2020,193,7,.254,.284,.530,.354,.331,.246,91.7,10.7,
Cabrera, Asdrubal,2020,190,8,.242,.245,.431,.306,.309,.186,89.5,13.7,
Moustakas, Mike,2020,139,8,.230,.242,.436,.322,.342,.194,88.8,16.3,
Judge, Aaron,2020,101,9,.257,.266,.546,.361,.346,.279,92.2,15.7,
Ruf, Darin,2020,87,5,.276,.251,.457,.336,.349,.206,89.4,12.5,
Ohtani, Shohei,2020,153,7,.190,.235,.426,.322,.332,.191,89.1,9.2,
Duvall, Adam,2020,190,16,.237,.227,.515,.324,.293,.287,88.1,22.9,
Murphy, Daniel,2020,123,3,.236,.239,.345,.259,.278,.107,85.1,15.5,
Taylor, Chris,2020,185,8,.270,.268,.481,.354,.365,.213,88,9.1,
Hernandez, Teoscar,2020,190,16,.289,.295,.613,.381,.345,.318,93.3,15.3,
Gurriel, Yuli,2020,211,6,.232,.268,.413,.308,.317,.145,89.3,13.9,
Hilliard, Sam,2020,105,6,.210,.191,.346,.257,.256,.155,88.3,10.8,
Verdugo, Alex,2020,201,6,.308,.239,.373,.291,.306,.134,87,5.9,
Kemp, Tony,2020,93,0,.247,.255,.346,.319,.371,.092,85.8,18.8,
Adames, Willy,2020,185,8,.259,.229,.395,.295,.305,.165,88.8,12.5,
Arcia, Orlando,2020,173,5,.260,.281,.428,.325,.339,.147,89,9.6,
Lewis, Kyle,2020,206,11,.262,.240,.437,.332,.348,.197,88.3,11.1,
Anderson, Tim,2020,208,10,.322,.293,.509,.347,.331,.216,87.2,6.7,
Stallings, Jacob,2020,125,3,.248,.211,.331,.271,.296,.120,88.6,12.4,
Moncada, Yoan,2020,200,6,.225,.208,.338,.280,.307,.130,87.8,13.9,
Rosario, Eddie,2020,210,13,.257,.244,.437,.306,.305,.193,87.5,18.1,
Dozier, Hunter,2020,158,6,.228,.235,.383,.319,.351,.148,86.4,17,
Inciarte, Ender,2020,116,1,.190,.211,.262,.248,.284,.051,78.2,8.4,
Rojas, Miguel,2020,125,4,.304,.278,.390,.323,.370,.111,87.3,11.9,
Smith, Dominic,2020,177,10,.316,.304,.568,.374,.366,.264,89.8,10.8,
Segura, Jean,2020,192,7,.266,.250,.390,.307,.333,.140,87.7,11.2,
Lindor, Francisco,2020,236,8,.258,.278,.441,.333,.355,.162,89.9,13.5,
Sisco, Chance,2020,98,4,.214,.197,.383,.317,.349,.186,88.8,20,
Sano, Miguel,2020,186,13,.204,.215,.482,.310,.288,.267,95.2,20.2,
Diaz, Yandy,2020,114,2,.307,.251,.330,.322,.383,.079,88.3,-7.9,
O'Neill, Tyler,2020,139,7,.173,.196,.376,.280,.282,.180,88,15.1,
Kiner-Falefa, Isiah,2020,211,3,.280,.260,.340,.287,.312,.080,87.2,0.8,
Kingery, Scott,2020,113,3,.159,.221,.406,.292,.287,.185,85.3,16.9,
Ahmed, Nick,2020,199,5,.266,.247,.380,.295,.310,.133,87.7,9.4,
Grisham, Trent,2020,215,10,.251,.263,.481,.355,.364,.218,88.3,13.5,
DeShields, Delino,2020,107,0,.252,.222,.300,.260,.282,.078,84,5.8,
Schoop, Jonathan,2020,162,8,.278,.244,.383,.288,.295,.139,87.2,8.7,
Devers, Rafael,2020,232,11,.263,.259,.465,.318,.307,.207,93,10.6,
Grandal, Yasmani,2020,161,8,.230,.210,.407,.313,.336,.197,90.3,15.6,
Wendle, Joey,2020,168,4,.286,.256,.377,.296,.317,.121,86.7,5.1,
Slater, Austin,2020,85,5,.282,.305,.542,.401,.426,.237,89.2,10.9,
McMahon, Ryan,2020,172,9,.215,.206,.393,.287,.288,.188,90.1,9.2,
Moreland, Mitch,2020,136,10,.265,.237,.478,.322,.318,.241,88.2,12.5,
Mountcastle, Ryan,2020,126,5,.333,.271,.440,.322,.331,.169,87.5,10.6,
Paredes, Isaac,2020,100,1,.220,.210,.269,.236,.269,.059,86.5,7.5,
Kemp, Matt,2020,117,6,.239,.227,.435,.312,.315,.208,85.3,11.9,
Molina, Yadier,2020,145,4,.262,.256,.386,.287,.298,.130,84.7,12.3,
Hampson, Garrett,2020,167,5,.234,.224,.387,.283,.282,.162,86.3,14.4,
France, Ty,2020,141,4,.305,.288,.485,.346,.353,.196,85.7,14.8,
Wong, Kolten,2020,181,1,.265,.241,.311,.286,.329,.070,86.5,10.8,
Gallo, Joey,2020,193,10,.181,.190,.413,.300,.309,.223,91.2,26.8,
Castro, Willi,2020,129,6,.349,.299,.498,.343,.336,.199,85.3,11.3,
Tsutsugo, Yoshi,2020,157,8,.197,.212,.420,.311,.326,.208,90.2,17.2,
Castellanos, Nick,2020,218,14,.225,.273,.542,.356,.342,.269,91,16.5,
Torres, Gleyber,2020,136,3,.243,.239,.375,.317,.354,.136,88.8,14.7,
Calhoun, Kole,2020,190,16,.226,.264,.519,.364,.371,.255,89.4,17,
d'Arnaud, Travis,2020,165,9,.321,.304,.538,.370,.371,.234,93.4,8.1,
Barnhart, Tucker,2020,98,5,.204,.227,.412,.302,.311,.185,85.4,19.7,
Bell, Josh,2020,195,8,.226,.229,.382,.289,.309,.153,91.7,5.9,
Vazquez, Christian,2020,173,7,.283,.224,.360,.277,.290,.136,88.4,14.4,
Arraez, Luis,2020,112,0,.321,.312,.458,.346,.361,.146,87.5,12.1,
Hoerner, Nico,2020,108,0,.222,.242,.315,.289,.331,.072,87.5,0.8,
Rengifo, Luis,2020,90,1,.156,.184,.253,.254,.295,.069,87.6,3.8,
Marte, Ketel,2020,181,2,.287,.265,.379,.295,.309,.114,89.2,10,
Caratini, Victor,2020,116,1,.241,.219,.323,.276,.313,.104,87.9,6.2,
Soto, Juan,2020,154,13,.351,.332,.691,.451,.476,.359,92.1,4.3,
Kelly, Carson,2020,122,5,.221,.222,.362,.261,.264,.140,86.3,16.7,
Sogard, Eric,2020,115,1,.209,.260,.314,.287,.330,.053,84.4,15.2,
Pujols, Albert,2020,152,6,.224,.248,.400,.285,.294,.152,88.6,16.4,
Smith, Will,2020,114,8,.289,.289,.538,.386,.407,.249,90.8,24.2,
O'Hearn, Ryan,2020,113,2,.195,.231,.388,.307,.337,.157,90.7,11.9,
Hoskins, Rhys,2020,151,10,.245,.238,.512,.368,.379,.274,89.8,24.8,
Chapman, Matt,2020,142,10,.232,.245,.539,.329,.290,.294,93.6,24.1,
Simmons, Andrelton,2020,118,0,.297,.241,.284,.261,.295,.043,86.5,6,
Walsh, Jared,2020,99,9,.293,.268,.527,.337,.306,.259,88.1,13.1,
Swanson, Dansby,2020,237,10,.274,.266,.471,.337,.340,.205,89.1,14.7,
Urshela, Gio,2020,151,6,.298,.315,.494,.364,.387,.179,91.4,12.3,
Camargo, Johan,2020,120,4,.200,.187,.317,.233,.231,.131,87.3,9.8,
Jimenez, Eloy,2020,213,14,.296,.285,.546,.355,.325,.261,92.4,5.7,
Lowe, Brandon,2020,193,14,.269,.260,.552,.366,.355,.291,89.8,18.1,
Blackmon, Charlie,2020,221,6,.303,.274,.421,.317,.338,.147,86.9,13.5,
Gosselin, Phil,2020,92,3,.250,.237,.362,.286,.312,.125,85.3,13.8,
Rendon, Anthony,2020,189,9,.286,.288,.471,.375,.420,.183,90.1,19.5,
Varsho, Daulton,2020,101,3,.188,.196,.344,.277,.293,.148,86.2,18.4,
Riley, Austin,2020,188,8,.239,.262,.471,.325,.322,.209,91,13.6,
Pederson, Joc,2020,121,7,.190,.238,.446,.325,.328,.208,93,12.5,
Perez, Salvador,2020,150,11,.333,.325,.624,.387,.347,.299,91,14.2,
Stewart, DJ,2020,88,7,.193,.194,.395,.326,.355,.201,91.4,17.8,
Edman, Tommy,2020,204,5,.250,.265,.367,.305,.333,.102,86.5,8.2,
Ruiz, Rio,2020,185,9,.222,.217,.362,.269,.284,.145,88.1,11,
Taveras, Leody,2020,119,4,.227,.230,.374,.291,.311,.144,88.9,14.3,
Reynolds, Bryan,2020,185,7,.189,.228,.400,.302,.310,.173,87.5,10.2,
Valaika, Pat,2020,141,8,.277,.265,.465,.314,.305,.200,88.7,18.4,
Solano, Donovan,2020,190,3,.326,.281,.419,.307,.322,.138,88.5,15.5,
Severino, Pedro,2020,160,5,.250,.270,.434,.327,.341,.164,87.7,9.5,
Laureano, Ramon,2020,183,6,.213,.235,.410,.331,.357,.175,87.7,12.3,
Polanco, Gregory,2020,157,7,.153,.222,.414,.284,.280,.192,92.9,20.8,
Panik, Joe,2020,120,1,.225,.250,.356,.316,.363,.106,87.5,9.3,
Odor, Rougned,2020,138,10,.167,.193,.421,.266,.239,.228,86,20.7,
Bohm, Alec,2020,160,4,.338,.286,.464,.343,.355,.178,90.2,4.8,
Buxton, Byron,2020,130,13,.254,.249,.551,.320,.262,.301,91.2,23.6,
Jansen, Danny,2020,120,6,.183,.244,.437,.339,.364,.193,85.1,16.3,
Markakis, Nick,2020,130,1,.254,.280,.369,.301,.336,.090,89,9.5,
Marte, Starling,2020,228,6,.281,.261,.412,.313,.323,.151,87.1,6.5,
Adell, Jo,2020,124,3,.161,.175,.291,.222,.226,.116,90.6,11.4,
Canha, Mark,2020,191,5,.246,.241,.413,.345,.387,.172,89.7,19.4,
Grichuk, Randal,2020,216,12,.273,.270,.469,.320,.313,.199,88.9,12.6,
Naylor, Josh,2020,97,1,.247,.278,.382,.300,.320,.104,86.8,7.8,
Galvis, Freddy,2020,141,7,.220,.221,.361,.290,.310,.140,87,13.6,
Cronenworth, Jake,2020,172,4,.285,.324,.541,.383,.390,.217,89.8,10.6,
Hicks, Aaron,2020,169,6,.225,.257,.438,.364,.406,.181,88.2,11.1,
Seager, Kyle,2020,203,9,.241,.253,.473,.350,.372,.219,89.1,17.7,
Franco, Maikel,2020,223,8,.278,.259,.401,.296,.307,.142,86.7,8.4,
Gamel, Ben,2020,114,3,.237,.269,.409,.318,.343,.140,87.9,11.5,
Cruz, Nelson,2020,185,16,.303,.269,.543,.363,.369,.273,91.6,9.4,
Madrigal, Nick,2020,103,0,.340,.304,.355,.308,.342,.051,84,4.1,
Turner, Trea,2020,233,12,.335,.307,.521,.372,.372,.214,90.5,9.5,
White, Evan,2020,182,8,.176,.189,.383,.277,.269,.193,91.7,13.7,
Seager, Corey,2020,212,15,.307,.330,.653,.410,.381,.323,93.2,11.9,
Vogelbach, Daniel,2020,115,6,.209,.234,.413,.324,.353,.180,89.5,10.2,
Frazier, Todd,2020,157,4,.236,.227,.373,.281,.296,.147,87.8,20.5,
Sanchez, Gary,2020,156,10,.147,.190,.428,.297,.291,.238,91.6,19.3,
Bradley Jr., Jackie,2020,191,7,.283,.230,.376,.299,.319,.146,88.3,4.4,
Wade, Tyler,2020,88,3,.170,.243,.331,.305,.352,.088,86.7,12.6,
Robles, Victor,2020,168,3,.220,.202,.280,.254,.281,.078,82.2,19,
Newman, Kevin,2020,156,1,.224,.254,.336,.283,.311,.082,85.5,8.7,
Gyorko, Jedd,2020,117,9,.248,.250,.508,.342,.337,.257,88.6,15.3,
Tauchman, Mike,2020,95,0,.242,.244,.320,.288,.348,.076,85.4,10,
Nola, Austin,2020,161,7,.273,.279,.463,.343,.361,.184,89.7,12.5,
Joyce, Matt,2020,127,2,.252,.226,.337,.300,.335,.110,86.7,12.5,
Bruce, Jay,2020,96,6,.198,.237,.473,.306,.289,.236,89,15.3,
Braun, Ryan,2020,129,8,.233,.272,.475,.325,.318,.203,89.8,15.3,
Dickerson, Alex,2020,151,10,.298,.272,.500,.346,.349,.228,90.9,17.8,
Bichette, Bo,2020,123,5,.301,.291,.523,.337,.319,.232,89.2,12,
Ramirez, Jose,2020,219,17,.292,.265,.510,.358,.363,.246,88.7,23.2,
Margot, Manuel,2020,145,1,.269,.255,.377,.300,.315,.121,89.4,7.5,
Alberto, Hanser,2020,219,3,.283,.245,.320,.253,.270,.075,82.2,13,
Arenado, Nolan,2020,182,8,.253,.236,.389,.275,.289,.153,87.8,19.1,
Walker, Christian,2020,218,7,.271,.266,.454,.323,.332,.187,90.4,11.5,
Fuentes, Josh,2020,98,2,.306,.253,.339,.259,.272,.086,84,10.6,
Choo, Shin-Soo,2020,110,5,.236,.251,.454,.324,.336,.203,90,11.4,
Kiermaier, Kevin,2020,138,3,.217,.249,.376,.316,.348,.127,87.7,-0.4,
Solak, Nick,2020,209,2,.268,.264,.391,.311,.326,.127,89.9,9.4,
Lopes, Tim,2020,143,2,.238,.234,.347,.266,.275,.112,87.2,6.5,
DeJong, Paul,2020,152,3,.250,.240,.408,.303,.316,.168,89.2,21.7,
McCutchen, Andrew,2020,217,10,.253,.277,.485,.343,.347,.207,89.7,18.2,
Long Jr., Shed,2020,117,3,.171,.177,.307,.242,.248,.130,87.1,2.6,
Dubon, Mauricio,2020,157,4,.274,.257,.403,.305,.324,.146,86.2,16.7,
Reyes, Victor,2020,202,4,.277,.287,.428,.317,.324,.141,90,10.7,
Stassi, Max,2020,90,7,.278,.271,.568,.371,.354,.297,91.6,15,
Trout, Mike,2020,199,17,.281,.292,.613,.408,.405,.321,93.7,23.1,
Garcia, Luis,2020,134,2,.276,.268,.378,.286,.294,.110,83.5,-3.6,
Turner, Justin,2020,150,4,.307,.299,.553,.386,.394,.254,90.3,17.5,
Perez, Roberto,2020,97,1,.165,.201,.283,.260,.295,.083,86,-2.5,
Chavis, Michael,2020,146,5,.212,.224,.391,.279,.275,.166,88.3,10,
Mondesi, Adalberto,2020,219,6,.256,.208,.348,.255,.249,.140,90.6,13.7,
McCann, James,2020,97,7,.289,.258,.455,.329,.338,.198,90.5,15,
Ozuna, Marcell,2020,228,18,.338,.315,.638,.417,.412,.323,93,16.4,
Bellinger, Cody,2020,213,12,.239,.284,.497,.360,.374,.213,89.3,16.6,
Goodrum, Niko,2020,158,5,.184,.185,.339,.256,.265,.154,88.8,16,
Happ, Ian,2020,198,12,.258,.262,.470,.348,.365,.208,91.1,9,
Jones, JaCoby,2020,97,5,.268,.238,.425,.308,.309,.187,89.5,11,
Suzuki, Kurt,2020,111,2,.270,.249,.356,.301,.335,.108,83.9,18,
Heyward, Jason,2020,147,6,.265,.288,.455,.371,.413,.167,87.6,11.3,
Crawford, Brandon,2020,172,8,.256,.238,.402,.298,.313,.164,88.7,12.4,
Bregman, Alex,2020,153,6,.242,.256,.400,.327,.364,.144,88.9,17.3,
Bart, Joey,2020,103,0,.233,.201,.294,.240,.258,.093,89,12.6,
Altuve, Jose,2020,192,5,.219,.230,.352,.280,.297,.122,86.7,9.3,
Olson, Matt,2020,210,14,.195,.224,.455,.326,.336,.231,92.3,19.6,
Winker, Jesse,2020,149,12,.255,.267,.528,.383,.399,.261,92.1,10.5,
Tatis Jr., Fernando,2020,224,17,.277,.298,.612,.404,.387,.313,95.9,8.7,
Albies, Ozzie,2020,118,6,.271,.240,.420,.291,.277,.180,86.7,17.8,
Contreras, Willson,2020,189,7,.243,.249,.441,.341,.361,.192,89.8,9.1,
Thames, Eric,2020,123,3,.203,.219,.377,.292,.314,.158,88.7,14.6,
Betts, Mookie,2020,219,16,.292,.285,.487,.349,.360,.203,90.7,18.5,
Renfroe, Hunter,2020,122,8,.156,.198,.408,.293,.291,.210,89.4,17.3,
Machado, Manny,2020,224,16,.304,.304,.539,.368,.375,.235,90.2,15.6,
Candelario, Jeimer,2020,185,7,.297,.277,.469,.340,.351,.192,90.2,13.3,
Guerrero Jr., Vladimir,2020,221,9,.262,.263,.441,.321,.330,.177,92.5,4.6,
Kieboom, Carter,2020,99,0,.202,.180,.220,.267,.330,.040,85.1,11.9,
Conforto, Michael,2020,202,9,.322,.284,.475,.359,.379,.192,88.4,11,
Frazier, Clint,2020,131,8,.267,.247,.448,.349,.379,.201,89.3,11.5,
Akiyama, Shogo,2020,155,0,.245,.245,.325,.309,.357,.081,85.1,2.9,
Barnes, Austin,2020,86,1,.244,.194,.281,.269,.310,.088,86.9,16.2,
Mullins, Cedric,2020,140,3,.271,.206,.292,.241,.255,.086,88.4,15.3,
Bryant, Kris,2020,131,4,.206,.202,.348,.275,.289,.146,86.1,20.7,
Hays, Austin,2020,122,4,.279,.246,.355,.282,.300,.109,87,11,
Kipnis, Jason,2020,114,3,.237,.183,.339,.275,.296,.156,86.2,18.2,
Naquin, Tyler,2020,133,4,.218,.268,.474,.313,.297,.206,91.7,13,
Quinn, Roman,2020,108,2,.213,.201,.275,.235,.251,.074,85.8,9.7,
Goldschmidt, Paul,2020,191,6,.304,.287,.513,.380,.404,.226,89.2,11.7,
Tellez, Rowdy,2020,113,8,.283,.286,.510,.353,.355,.224,90.7,10.6,
Choi, Ji-Man,2020,122,3,.230,.195,.307,.267,.308,.112,89,15.7,
Andrus, Elvis,2020,103,3,.194,.233,.390,.286,.288,.158,88.5,9.2,
Flores, Wilmer,2020,198,12,.268,.251,.439,.300,.299,.188,87.9,19,
Cabrera, Miguel,2020,204,10,.250,.291,.522,.361,.368,.231,93.2,12.1,
Goodwin, Brian,2020,144,6,.215,.212,.383,.286,.300,.170,89.9,20.7,
Alfaro, Jorge,2020,93,3,.226,.223,.383,.275,.277,.161,89.2,2.8,
Narvaez, Omar,2020,108,2,.176,.173,.294,.262,.291,.121,81.6,18.7,
Biggio, Cavan,2020,220,8,.250,.215,.347,.307,.346,.131,87.4,16.7,
Miller, Brad,2020,142,7,.232,.253,.483,.364,.378,.230,89.8,11.2,
Garcia, Avisail,2020,181,2,.238,.243,.374,.306,.338,.130,87.4,8.7,
Kendrick, Howie,2020,91,2,.275,.284,.452,.320,.335,.168,88.8,7.3,
Mendick, Danny,2020,107,3,.243,.222,.309,.250,.263,.087,86.2,7.4,
Gimenez, Andres,2020,118,3,.263,.246,.361,.296,.319,.115,86.8,13.5,
Martinez, J.D.,2020,211,7,.213,.231,.447,.304,.307,.216,89.5,14.7,
Voit, Luke,2020,213,22,.277,.285,.595,.375,.346,.310,89,15.5,
Bogaerts, Xander,2020,203,11,.300,.259,.472,.327,.327,.213,89,8.7,
Gonzalez, Erik,2020,181,3,.227,.239,.396,.283,.278,.157,88.5,5.5,
Mazara, Nomar,2020,136,1,.228,.223,.365,.281,.290,.142,91,6.7,
Bote, David,2020,125,7,.200,.233,.415,.318,.333,.181,92.4,9.3,
Meadows, Austin,2020,132,4,.205,.182,.341,.263,.278,.159,90.1,24.4,
Pillar, Kevin,2020,208,6,.288,.270,.432,.312,.320,.162,87.1,13.4,
Suarez, Eugenio,2020,198,15,.202,.218,.475,.328,.326,.258,89.1,17.9,
Gregorius, Didi,2020,215,10,.284,.261,.396,.298,.320,.135,83.8,17.8,
Profar, Jurickson,2020,180,7,.278,.284,.413,.329,.352,.129,87.2,11,
Maldonado, Martin,2020,135,6,.215,.206,.362,.307,.342,.156,86.1,19.1,
Hosmer, Eric,2020,143,9,.287,.291,.521,.354,.340,.230,90.8,8.7,
Tapia, Raimel,2020,184,1,.321,.252,.330,.286,.312,.078,85.3,1.8,
Ward, Taylor,2020,94,0,.277,.251,.400,.297,.309,.149,91.1,10.4,
Adrianza, Ehire,2020,89,0,.191,.201,.309,.267,.297,.108,85.9,16,
Urias, Luis,2020,109,0,.239,.226,.294,.263,.297,.068,87.7,2.3,
Tucker, Kyle,2020,209,9,.268,.263,.455,.314,.320,.192,91.1,14.9,
Marmolejos, Jose,2020,107,6,.206,.233,.446,.300,.287,.213,90.5,10.5,
Cano, Robinson,2020,171,10,.316,.301,.487,.341,.341,.186,90.4,6.2,
Correa, Carlos,2020,201,5,.264,.256,.406,.306,.322,.149,88.6,11.4,
Kepler, Max,2020,171,9,.228,.258,.428,.329,.350,.169,88.5,21.9,
Abreu, Jose,2020,240,19,.317,.300,.585,.379,.358,.285,92.9,10.9,
Brinson, Lewis,2020,106,3,.226,.246,.382,.284,.286,.136,88.1,7.9,
Hunter, Torii,2015,521,22,.240,.236,.385,.302,.291,.149,88.4,10.6,
Ortiz, David,2015,528,37,.273,.304,.619,.423,.390,.316,93,15.7,
Rodriguez, Alex,2015,523,33,.250,.246,.494,.368,.354,.248,91.3,12.2,
Ramirez, Aramis,2015,475,17,.246,.243,.411,.309,.296,.168,87.4,15.8,
Beltre, Adrian,2015,567,18,.287,.302,.494,.370,.352,.192,89.5,12.6,
Beltran, Carlos,2015,478,19,.276,.277,.457,.351,.343,.179,90.6,15.4,
Werth, Jayson,2015,331,12,.221,.246,.428,.331,.326,.182,90,15.3,
Cuddyer, Michael,2015,379,10,.259,.245,.379,.302,.298,.134,87.5,7.8,
Pierzynski, A.J.,2015,407,9,.300,.280,.404,.324,.324,.125,85.4,10.5,
Rollins, Jimmy,2015,517,13,.224,.238,.350,.294,.301,.112,85.8,16.4,
Hamilton, Josh,2015,170,8,.253,.256,.428,.327,.302,.172,88.4,9.1,
Uribe, Juan,2015,360,14,.253,.243,.391,.313,.315,.148,88.7,10.6,
Suzuki, Ichiro,2015,398,1,.229,.237,.290,.269,.293,.053,83.2,3.4,
Martinez, Victor,2015,440,11,.245,.272,.441,.334,.328,.169,87.6,14.9,
Utley, Chase,2015,373,8,.212,.253,.376,.314,.328,.123,88.6,13.3,
Pujols, Albert,2015,602,40,.244,.271,.488,.353,.332,.218,90.7,14.2,
Byrd, Marlon,2015,506,23,.247,.240,.432,.311,.286,.192,86.3,12.2,
Holliday, Matt,2015,229,4,.279,.270,.390,.351,.392,.120,90.5,8.2,
Teixeira, Mark,2015,392,31,.255,.254,.493,.375,.363,.239,89.6,15.5,
Mauer, Joe,2015,592,10,.265,.283,.439,.349,.358,.157,89.6,4.3,
Morneau, Justin,2015,168,3,.310,.260,.434,.329,.319,.173,89,9.9,
Cabrera, Miguel,2015,429,18,.338,.323,.599,.436,.430,.276,93.7,12.3,
Gonzalez, Adrian,2015,571,28,.275,.283,.508,.374,.361,.225,88.7,14.2,
Phillips, Brandon,2015,588,12,.294,.291,.397,.322,.327,.105,86.2,10.6,
Infante, Omar,2015,440,2,.220,.245,.314,.258,.260,.069,84.2,14.3,
Crawford, Carl,2015,181,4,.265,.288,.477,.348,.326,.189,90.1,9.5,
Reyes, Jose,2015,481,7,.274,.245,.303,.268,.285,.058,84.6,13.3,
Ross, David,2015,159,1,.176,.174,.321,.250,.268,.146,87.9,18.5,
Crisp, Coco,2015,126,0,.175,.210,.279,.261,.285,.070,83.8,13.2,
Peralta, Jhonny,2015,579,17,.275,.275,.429,.335,.338,.154,88.1,13.2,
Barmes, Clint,2015,207,3,.232,.203,.291,.243,.255,.087,83.6,20.3,
LaRoche, Adam,2015,429,12,.207,.211,.377,.303,.298,.167,89.5,13.1,
Rios, Alex,2015,385,4,.255,.261,.368,.295,.296,.107,88.3,15.2,
Victorino, Shane,2015,178,1,.230,.227,.279,.271,.309,.052,83.3,17.6,
Loney, James,2015,361,4,.280,.267,.351,.296,.313,.084,85.5,12.1,
Mathis, Jeff,2015,93,2,.161,.195,.273,.242,.257,.077,85.8,12.9,
Choo, Shin-Soo,2015,555,22,.276,.257,.451,.363,.363,.194,90.9,7.5,
Rivera, Rene,2015,298,5,.178,.192,.335,.249,.229,.142,85.9,16.8,
Francoeur, Jeff,2015,326,13,.258,.253,.385,.296,.283,.132,88,14.2,
Upton, B.J.,2015,205,5,.259,.247,.415,.322,.319,.168,88.7,12,
Molina, Yadier,2015,488,4,.270,.244,.341,.280,.288,.097,86.3,10.4,
Navarro, Dioner,2015,171,5,.246,.245,.427,.321,.310,.182,87.2,15.5,
Fielder, Prince,2015,613,23,.305,.275,.459,.353,.354,.184,90.9,9.9,
Cano, Robinson,2015,624,21,.287,.295,.477,.359,.344,.181,91,5.4,
Encarnacion, Edwin,2015,528,39,.277,.269,.527,.386,.369,.258,90.1,16.7,
Hardy, J.J.,2015,411,8,.219,.216,.304,.251,.253,.088,87.2,9.6,
Howard, Ryan,2015,467,23,.229,.272,.526,.365,.319,.254,91.3,14.9,
Gutierrez, Franklin,2015,171,15,.292,.271,.572,.386,.335,.301,90.9,10,
Sizemore, Grady,2015,273,6,.253,.264,.411,.324,.319,.147,89.3,12.4,
DeJesus, David,2015,288,5,.233,.255,.356,.304,.319,.101,86.8,12.7,
Young, Delmon,2015,174,2,.270,.289,.427,.322,.307,.138,88.2,9.4,
Gomes, Jonny,2015,225,7,.213,.182,.292,.266,.288,.110,88.1,18.3,
Raburn, Ryan,2015,173,8,.301,.266,.502,.377,.367,.236,90.6,11.4,
Johnson, Kelly,2015,310,14,.265,.243,.412,.310,.296,.169,87,12.6,
Bourgeois, Jason,2015,196,3,.240,.224,.282,.259,.281,.058,84.4,5.2,
Bautista, Jose,2015,543,40,.250,.262,.516,.392,.389,.254,92,16.8,
Swisher, Nick,2015,219,6,.196,.196,.314,.289,.313,.118,86.8,8.4,
Pena, Brayan,2015,333,0,.273,.247,.301,.284,.313,.053,85.6,8,
Jones, Adam,2015,546,27,.269,.270,.487,.345,.310,.216,88.3,11.2,
Aybar, Erick,2015,597,3,.270,.281,.361,.303,.315,.080,85.7,6.6,
Callaspo, Alberto,2015,230,1,.235,.237,.308,.289,.320,.071,84.1,12.3,
Hill, Aaron,2015,313,6,.230,.239,.360,.301,.309,.120,88.3,12.3,
Martin, Russell,2015,441,23,.240,.239,.422,.340,.333,.183,89.3,9.2,
Wright, David,2015,152,5,.289,.302,.537,.404,.392,.236,89.3,14.4,
McGehee, Casey,2015,237,2,.198,.228,.323,.280,.291,.095,88.5,5.2,
Blanco, Andres,2015,233,7,.292,.267,.422,.339,.340,.155,87.1,10.6,
Granderson, Curtis,2015,580,26,.259,.261,.470,.369,.369,.208,89.4,18.3,
Jones, Garrett,2015,144,5,.215,.236,.366,.286,.277,.130,89.1,12.3,
Ruiz, Carlos,2015,284,2,.211,.240,.335,.294,.317,.095,84.9,10.1,
Soto, Geovany,2015,187,9,.219,.230,.427,.327,.313,.197,90.1,13.4,
Morse, Michael,2015,229,5,.231,.235,.413,.324,.317,.178,90.3,0.4,
Pagan, Angel,2015,512,3,.262,.258,.342,.289,.302,.084,86.2,11.5,
Davis, Rajai,2015,341,8,.258,.242,.353,.290,.295,.112,86.7,12.4,
Ramirez, Hanley,2015,401,19,.249,.260,.413,.317,.306,.153,90.2,6.7,
Morales, Kendrys,2015,569,22,.290,.286,.507,.377,.361,.221,91.9,10.1,
Kendrick, Howie,2015,464,9,.295,.289,.419,.332,.330,.130,90.2,1.1,
Napoli, Mike,2015,407,18,.224,.210,.397,.316,.314,.187,88.6,15.4,
Wilson, Bobby,2015,132,1,.189,.204,.277,.252,.269,.073,82.5,9.1,
Kinsler, Ian,2015,624,11,.296,.277,.393,.319,.325,.116,86.1,17.8,
