last_name, first_name,year,b_ab,b_home_run,batting_avg,xba,xslg,xwoba,xobp,xiso,exit_velocity_avg,launch_angle_avg,
Herrera, Odubel,2018,550,22,.255,.233,.362,.289,.292,.128,86.7,13.2,
Almora Jr., Albert,2018,444,5,.286,.250,.326,.281,.294,.076,86.5,8.2,
Delmonico, Nicky,2018,284,8,.215,.220,.356,.294,.301,.136,86.8,14.6,
Wolters, Tony,2018,182,3,.170,.204,.283,.283,.324,.079,85,4.9,
Harper, Bryce,2018,550,34,.249,.263,.518,.393,.406,.256,91,14.4,
Perez, Roberto,2018,179,2,.168,.191,.313,.270,.280,.123,90.8,8.3,
Martin, Leonys,2018,318,11,.255,.267,.497,.365,.339,.231,89.1,18.3,
Abreu, Jose,2018,499,22,.265,.281,.498,.361,.344,.218,91.3,12.2,
Diaz, Elias,2018,252,10,.286,.289,.445,.346,.345,.157,89.6,10.4,
Narvaez, Omar,2018,280,9,.275,.256,.375,.326,.349,.119,85.6,12.9,
Machado, Dixon,2018,214,1,.206,.244,.355,.290,.298,.111,85.7,11,
Suarez, Eugenio,2018,527,34,.283,.280,.522,.381,.366,.242,91.2,14.7,
Polanco, Gregory,2018,461,23,.254,.248,.454,.346,.339,.206,88.9,20.1,
Santana, Domingo,2018,211,5,.265,.227,.383,.303,.298,.156,89,11.5,
Gonzalez, Erik,2018,136,1,.265,.250,.348,.282,.287,.098,89.7,3.2,
Sanchez, Yolmer,2018,600,8,.242,.240,.352,.295,.305,.113,86.7,9.3,
Schoop, Jonathan,2018,473,21,.233,.229,.355,.272,.264,.126,86.4,11.5,
Villanueva, Christian,2018,351,20,.236,.225,.401,.305,.290,.176,86.7,20.8,
Adams, Matt,2018,306,21,.239,.240,.472,.336,.310,.232,88.7,19,
Altherr, Aaron,2018,243,8,.181,.217,.390,.322,.327,.174,90.4,10.2,
Arenado, Nolan,2018,590,38,.297,.267,.476,.355,.350,.210,89.9,15.4,
Barnhart, Tucker,2018,460,10,.248,.240,.356,.305,.323,.116,87.1,12.4,
Bour, Justin,2018,423,20,.227,.225,.412,.330,.341,.187,88.9,9.9,
Cuevas, Noel,2018,146,2,.233,.230,.310,.254,.266,.080,86.4,11.2,
Davidson, Matt,2018,434,20,.228,.223,.423,.326,.316,.200,90,13.8,
Freitas, David,2018,93,1,.215,.238,.384,.303,.299,.146,90.5,11.4,
Gennett, Scooter,2018,584,23,.310,.258,.411,.317,.312,.152,87.3,14,
Goodwin, Brian,2018,159,6,.239,.228,.397,.313,.310,.169,88.6,12.3,
Hamilton, Billy,2018,504,4,.236,.228,.276,.265,.296,.048,80.5,15.4,
Haniger, Mitch,2018,596,26,.285,.282,.507,.378,.366,.226,90.2,12.7,
Hernandez, Enrique,2018,402,21,.256,.255,.434,.335,.339,.178,89,16.2,
Holt, Brock,2018,321,7,.277,.272,.397,.336,.359,.124,87.9,6.8,
Kieboom, Spencer,2018,125,2,.232,.214,.296,.279,.308,.082,84.7,12.4,
Lamb, Jake,2018,207,6,.222,.233,.384,.316,.320,.152,88.2,5,
Maile, Luke,2018,202,3,.248,.218,.345,.298,.310,.127,89.3,11.1,
Muncy, Max,2018,395,35,.263,.261,.546,.401,.392,.285,90.3,18.2,
Murphy, John Ryan,2018,208,9,.202,.191,.367,.262,.236,.177,87,22.3,
Myers, Wil,2018,312,11,.253,.278,.452,.346,.341,.175,90.5,9.4,
Naquin, Tyler,2018,174,3,.264,.281,.417,.317,.312,.136,89,6.3,
Owings, Chris,2018,281,4,.206,.234,.380,.296,.298,.146,87.8,13.4,
Phegley, Josh,2018,93,2,.204,.158,.277,.221,.214,.119,84.9,14.4,
Piscotty, Stephen,2018,546,27,.267,.269,.494,.359,.333,.225,88.5,13.1,
Pollock, AJ,2018,413,21,.257,.257,.474,.341,.318,.217,89.2,13.5,
Rickard, Joey,2018,213,8,.244,.215,.341,.274,.274,.125,85.2,18.3,
Seager, Kyle,2018,583,22,.221,.250,.421,.312,.300,.171,89.8,18.5,
Taylor, Michael A.,2018,353,6,.227,.214,.342,.275,.277,.128,88.5,8.1,
Thompson, Trayce,2018,128,3,.117,.153,.282,.210,.197,.129,85.6,18.7,
Voit, Luke,2018,143,15,.322,.300,.677,.443,.378,.378,93,15.3,
Zunino, Mike,2018,373,20,.201,.208,.422,.300,.267,.214,89.5,18,
Goins, Ryan,2018,115,0,.226,.206,.282,.228,.233,.076,87,6.5,
Carpenter, Matt,2018,564,36,.257,.270,.553,.397,.388,.283,90.7,21.6,
Dickerson, Corey,2018,504,13,.300,.292,.461,.340,.325,.169,87.8,15.2,
Dozier, Brian,2018,553,21,.215,.210,.358,.298,.304,.148,86.8,17.6,
Saladino, Tyler,2018,126,5,.246,.251,.430,.320,.305,.179,91.3,17,
Contreras, Willson,2018,474,10,.249,.224,.364,.307,.319,.141,88.2,8,
Gyorko, Jedd,2018,351,11,.262,.232,.407,.323,.322,.175,87.3,15.4,
Iglesias, Jose,2018,432,5,.269,.252,.339,.284,.295,.087,84.8,12.1,
Travis, Devon,2018,357,11,.232,.266,.410,.314,.307,.144,88.4,7.9,
Hechavarria, Adeiny,2018,296,6,.247,.254,.359,.286,.290,.104,87.1,13.5,
Torreyes, Ronald,2018,100,0,.280,.235,.297,.242,.250,.062,81.8,10.4,
Osuna, Jose,2018,106,3,.226,.247,.384,.286,.272,.137,89,9.7,
Austin, Tyler,2018,244,17,.230,.233,.489,.337,.292,.256,89,15.1,
Bryant, Kris,2018,389,13,.272,.254,.451,.355,.361,.197,85.8,17.8,
Canha, Mark,2018,365,17,.249,.253,.456,.344,.334,.202,87,15.5,
Casali, Curt,2018,140,4,.293,.268,.387,.318,.333,.119,86.9,14.4,
Castellanos, Nick,2018,620,23,.298,.299,.535,.381,.356,.236,89.6,15.2,
Cowart, Kaleb,2018,112,1,.134,.155,.250,.219,.228,.096,86.9,21.8,
DeShields, Delino,2018,334,2,.216,.196,.259,.263,.298,.064,84.3,7.9,
Gamel, Ben,2018,257,1,.272,.261,.361,.320,.349,.101,88.7,7.2,
Goodrum, Niko,2018,444,16,.245,.243,.418,.322,.314,.175,88,11.1,
Healy, Ryon,2018,493,24,.235,.262,.445,.326,.303,.184,89.6,12.3,
Holaday, Bryan,2018,151,1,.205,.203,.278,.241,.260,.075,83.6,15,
Jones, JaCoby,2018,429,11,.207,.236,.371,.300,.295,.135,88.8,12.7,
Judge, Aaron,2018,413,27,.278,.274,.527,.396,.390,.253,94.7,12.4,
Machado, Manny,2018,632,37,.297,.292,.523,.378,.365,.231,91.6,14.4,
Moran, Colin,2018,415,11,.277,.271,.426,.336,.338,.156,88.2,10.7,
Pederson, Joc,2018,395,25,.248,.241,.448,.332,.318,.207,91.5,15.8,
Realmuto, J.T.,2018,477,21,.277,.278,.486,.361,.344,.207,88.9,14.5,
Renfroe, Hunter,2018,403,26,.248,.244,.466,.329,.299,.222,89.9,18.4,
Rivera, Yadiel,2018,139,1,.173,.195,.284,.256,.288,.090,89.7,3.7,
Robinson, Drew,2018,109,3,.183,.171,.313,.269,.278,.142,88.4,13.1,
Rosario, Eddie,2018,559,24,.288,.245,.432,.307,.284,.187,87.7,17.9,
Simmons, Andrelton,2018,554,11,.292,.282,.403,.326,.331,.121,88.2,7.7,
Williams, Mason,2018,123,2,.293,.250,.351,.283,.291,.101,87.8,9.8,
Yelich, Christian,2018,574,36,.326,.323,.575,.422,.402,.252,92.6,5,
Merrifield, Whit,2018,632,12,.304,.283,.437,.349,.352,.154,87,16.9,
Bogaerts, Xander,2018,513,23,.288,.285,.505,.373,.359,.221,90.6,12.5,
Bonifacio, Jorge,2018,236,4,.225,.241,.387,.319,.329,.146,85.9,19.3,
Hanson, Alen,2018,294,8,.252,.216,.318,.248,.241,.102,84.2,13.8,
Polanco, Jorge,2018,302,6,.288,.254,.374,.309,.318,.119,85.8,17.8,
Sano, Miguel,2018,266,13,.199,.176,.357,.276,.263,.181,90.3,12.6,
Briceno, Jose,2018,117,5,.239,.250,.378,.306,.309,.129,86.6,10.3,
Herrera, Rosell,2018,278,1,.234,.252,.345,.292,.303,.093,87.3,2.4,
Difo, Wilmer,2018,408,7,.230,.238,.331,.284,.307,.093,83.2,12.7,
Calhoun, Kole,2018,491,19,.208,.250,.456,.337,.322,.206,90.4,12.1,
Duvall, Adam,2018,384,15,.195,.230,.430,.321,.306,.200,89,22.6,
Eaton, Adam,2018,319,5,.301,.275,.382,.342,.374,.106,87.7,9,
Garcia, Greg,2018,181,3,.221,.228,.333,.301,.323,.105,84.3,11.8,
Gattis, Evan,2018,407,25,.226,.224,.407,.304,.287,.183,87.6,17.8,
Palka, Daniel,2018,417,27,.240,.228,.447,.314,.283,.219,92.3,11.6,
Schebler, Scott,2018,380,17,.255,.263,.461,.354,.347,.198,90.2,8.7,
Kiermaier, Kevin,2018,332,7,.217,.219,.322,.277,.289,.103,86,7.5,
Knapp, Andrew,2018,187,4,.198,.210,.362,.297,.305,.153,88.4,13.5,
Riddle, JT,2018,308,9,.231,.249,.382,.299,.295,.133,87.6,7.9,
Alfaro, Jorge,2018,344,10,.262,.234,.412,.306,.298,.178,91.7,8.4,
Profar, Jurickson,2018,524,20,.254,.255,.400,.329,.337,.145,87.3,12.4,
Baez, Javier,2018,606,34,.290,.272,.508,.348,.311,.237,90.6,9.6,
Bird, Greg,2018,272,11,.199,.201,.408,.304,.290,.208,87.9,19.6,
Cave, Jake,2018,283,13,.265,.261,.491,.349,.313,.230,89.2,10.5,
Hedges, Austin,2018,303,14,.231,.210,.359,.270,.263,.149,85.6,16.1,
Lindor, Francisco,2018,661,38,.277,.293,.520,.381,.367,.228,90.6,14.7,
Odor, Rougned,2018,474,18,.253,.244,.417,.324,.321,.173,90.7,13.9,
Slater, Austin,2018,199,1,.251,.215,.284,.270,.303,.069,87.3,2.6,
Story, Trevor,2018,598,37,.291,.265,.513,.358,.326,.248,91,16,
Swihart, Blake,2018,192,3,.229,.216,.332,.270,.273,.116,86,13.9,
Vogelbach, Daniel,2018,87,4,.207,.260,.486,.373,.369,.226,92.4,10.1,
Sanchez, Gary,2018,323,18,.186,.220,.466,.344,.323,.246,90.3,14.2,
Cuthbert, Cheslor,2018,103,3,.194,.223,.337,.292,.309,.114,89.1,13,
Kepler, Max,2018,532,20,.224,.236,.410,.328,.332,.174,89.5,16.2,
Quinn, Roman,2018,131,2,.260,.232,.317,.277,.294,.085,87.5,9,
Franco, Maikel,2018,433,22,.270,.258,.415,.310,.304,.156,88,9.5,
Choi, Ji-Man,2018,190,10,.263,.242,.471,.357,.344,.229,90.3,13.8,
Bradley Jr., Jackie,2018,474,13,.234,.264,.468,.351,.341,.204,92.2,12.3,
La Stella, Tommy,2018,169,1,.266,.267,.368,.318,.341,.101,86,8.1,
Severino, Pedro,2018,190,2,.168,.199,.285,.252,.282,.086,83.8,14.3,
Nunez, Renato,2018,236,8,.258,.224,.369,.297,.294,.144,89,15.7,
Candelario, Jeimer,2018,539,19,.224,.209,.352,.295,.304,.143,87.2,15,
Rondon, Jose,2018,100,6,.230,.242,.408,.308,.293,.165,85.9,12.8,
Ahmed, Nick,2018,516,16,.234,.241,.377,.296,.296,.136,86.9,11.9,
Anderson, Brian,2018,590,11,.273,.261,.412,.338,.347,.150,90.2,8.7,
Barnes, Austin,2018,200,4,.205,.193,.267,.274,.322,.074,87.6,5.6,
Bell, Josh,2018,501,12,.261,.262,.425,.347,.358,.164,90.2,9.5,
Betts, Mookie,2018,520,32,.346,.316,.618,.440,.416,.302,92.2,18.4,
Caratini, Victor,2018,181,2,.232,.235,.344,.290,.297,.109,88.8,6.4,
Davis, J.D.,2018,103,1,.175,.232,.395,.308,.300,.163,88.5,8.8,
Martini, Nick,2018,152,1,.296,.265,.374,.338,.372,.109,88,2.9,
Panik, Joe,2018,358,4,.254,.289,.394,.328,.342,.106,86.6,9.9,
Smith, Mallex,2018,480,2,.296,.262,.349,.310,.338,.087,85.8,3.7,
Spangenberg, Cory,2018,298,7,.235,.225,.365,.291,.291,.140,88.4,8.1,
Tilson, Charlie,2018,106,0,.264,.236,.267,.268,.306,.032,79.8,-0.3,
Tomlinson, Kelby,2018,140,0,.207,.219,.265,.251,.278,.046,83.5,2.5,
Tucker, Preston,2018,166,6,.229,.228,.351,.295,.302,.122,90.9,11.2,
Zimmer, Bradley,2018,106,2,.226,.219,.386,.292,.278,.167,90.2,5.3,
Arcia, Orlando,2018,348,3,.236,.213,.288,.241,.248,.076,86.3,3.9,
Hernandez, Teoscar,2018,476,22,.239,.238,.506,.347,.303,.267,91.8,16.9,
Peraza, Jose,2018,632,14,.288,.280,.389,.313,.321,.109,85.8,15,
Marte, Ketel,2018,520,14,.260,.263,.402,.327,.336,.140,88.8,5.8,
Greiner, Grayson,2018,96,0,.219,.220,.369,.327,.341,.148,87.9,10.7,
Nimmo, Brandon,2018,433,17,.263,.240,.399,.355,.385,.159,89.9,10.7,
Peterson, Jace,2018,210,3,.200,.214,.331,.299,.323,.117,87.7,10.6,
Turner, Trea,2018,664,19,.271,.277,.424,.342,.351,.147,89.1,9.3,
Lopez, Raffy,2018,102,3,.176,.162,.271,.233,.257,.109,86.2,19.3,
Smith, Kevan,2018,171,3,.292,.274,.400,.330,.333,.126,87.9,0.3,
Rua, Ryan,2018,139,6,.194,.206,.347,.258,.237,.141,90.4,14.4,
Blandino, Alex,2018,128,1,.234,.222,.302,.282,.313,.080,87.2,9.6,
Pillar, Kevin,2018,512,15,.252,.282,.437,.325,.312,.155,87.3,16.8,
Williamson, Mac,2018,94,4,.213,.218,.385,.302,.300,.167,87.3,2,
Ramirez, Jose,2018,578,39,.270,.267,.480,.372,.387,.213,89,19,
Bregman, Alex,2018,594,31,.286,.276,.480,.380,.387,.204,89.4,16.8,
Gallo, Joey,2018,500,40,.206,.232,.540,.371,.335,.308,94.3,21.9,
Russell, Addison,2018,420,5,.250,.242,.337,.290,.311,.095,86.7,11.8,
Seager, Corey,2018,101,2,.267,.299,.510,.386,.379,.211,91.5,10,
Williams, Nick,2018,407,17,.256,.276,.459,.350,.343,.183,88.8,10.6,
Winker, Jesse,2018,281,7,.299,.279,.461,.373,.390,.183,90.9,13.6,
Lugo, Dawel,2018,94,1,.213,.223,.287,.259,.277,.064,86.2,1.4,
Mazara, Nomar,2018,489,20,.258,.264,.448,.338,.325,.184,90.5,5.3,
Guzman, Ronald,2018,387,16,.235,.225,.367,.295,.297,.141,86.6,14.3,
Field, Johnny,2018,221,9,.222,.189,.320,.241,.226,.131,86.7,14.2,
Jankowski, Travis,2018,347,4,.259,.244,.297,.287,.322,.054,85.6,3.3,
Plawecki, Kevin,2018,238,7,.210,.221,.357,.307,.326,.135,86.9,11.5,
Refsnyder, Rob,2018,84,2,.167,.221,.355,.326,.358,.134,88.2,12.6,
Mondesi, Adalberto,2018,275,14,.276,.260,.488,.336,.293,.228,90,13.7,
Andujar, Miguel,2018,573,27,.297,.281,.447,.331,.314,.166,89.2,12.2,
Cordero, Franchy,2018,139,7,.237,.263,.504,.360,.332,.241,94.1,7.3,
Reyes, Franmil,2018,261,16,.280,.255,.455,.337,.317,.200,92.3,6.8,
Urena, Richard,2018,99,1,.293,.245,.327,.278,.294,.083,87,13,
Robertson, Daniel,2018,282,9,.262,.236,.378,.337,.361,.142,86.6,7.7,
Swanson, Dansby,2018,478,14,.238,.231,.365,.285,.299,.134,88,14.1,
Taylor, Chris,2018,536,17,.254,.245,.420,.330,.327,.175,88.9,16.4,
Correa, Carlos,2018,402,15,.239,.235,.381,.314,.323,.147,88.2,11.6,
Dahl, David,2018,249,16,.273,.264,.463,.333,.317,.200,88.7,14.3,
Phillips, Brett,2018,134,2,.187,.178,.264,.235,.245,.086,85.5,10.4,
Brinson, Lewis,2018,382,11,.199,.229,.402,.295,.271,.173,89.5,7.4,
Duggar, Steven,2018,141,2,.255,.210,.315,.254,.261,.106,85.7,13,
Ward, Taylor,2018,135,6,.178,.208,.361,.281,.273,.153,86.9,16.2,
Wendle, Joey,2018,487,7,.300,.264,.378,.312,.326,.115,88.8,10.7,
Olson, Matt,2018,580,29,.247,.252,.497,.360,.340,.246,93.2,18,
Dean, Austin,2018,113,4,.221,.260,.408,.318,.315,.148,87.6,14,
Duffy, Matt,2018,503,4,.294,.275,.363,.320,.345,.088,86.8,4.8,
Munoz, Yairo,2018,293,8,.276,.241,.370,.300,.320,.129,87.4,4.6,
Margot, Manuel,2018,477,8,.245,.260,.383,.305,.309,.123,89.4,11.5,
Camargo, Johan,2018,464,19,.272,.239,.379,.312,.323,.140,88,12.6,
Reyes, Victor,2018,212,1,.222,.251,.343,.271,.269,.092,85.4,6.2,
Bote, David,2018,184,6,.239,.255,.451,.353,.341,.197,93.5,3.5,
Santander, Anthony,2018,101,1,.198,.211,.341,.270,.263,.129,87.6,16.2,
Conforto, Michael,2018,543,28,.243,.246,.436,.346,.354,.190,88,12.3,
Frazier, Adam,2018,318,10,.277,.268,.395,.323,.334,.127,88,10.4,
Puig, Yasiel,2018,405,23,.267,.280,.481,.357,.341,.201,89.4,12.2,
Soler, Jorge,2018,223,9,.265,.247,.462,.355,.343,.215,89.5,10.9,
Tocci, Carlos,2018,120,0,.225,.191,.240,.221,.241,.049,80.7,12.4,
Fernandez, Jose Miguel,2018,116,2,.267,.286,.406,.324,.327,.120,85.4,11.7,
Heredia, Guillermo,2018,292,5,.236,.254,.359,.313,.335,.105,86.4,11.1,
Ervin, Phillip,2018,218,7,.252,.240,.377,.309,.318,.137,85.9,16.7,
Meadows, Austin,2018,178,6,.287,.268,.430,.320,.311,.162,88.2,13.7,
Pinder, Chad,2018,298,13,.258,.268,.516,.369,.342,.248,91.3,14,
Anderson, Tim,2018,567,20,.240,.228,.367,.280,.271,.139,85.8,10.8,
Asuaje, Carlos,2018,189,2,.196,.221,.325,.291,.314,.104,87,15.4,
Bauers, Jake,2018,323,11,.201,.213,.363,.312,.328,.150,87.6,12.1,
Bellinger, Cody,2018,557,25,.260,.242,.439,.332,.329,.198,89.8,16.2,
Calhoun, Willie,2018,99,2,.222,.205,.313,.255,.258,.108,87.2,11.6,
Crawford, J.P.,2018,117,3,.214,.209,.348,.302,.316,.139,88.2,16.2,
Dixon, Brandon,2018,118,5,.178,.211,.387,.277,.249,.176,89.6,11.3,
Dozier, Hunter,2018,362,11,.229,.248,.431,.317,.297,.183,89.5,12.9,
Engel, Adam,2018,429,6,.235,.211,.305,.251,.257,.094,87,14.7,
Fowler, Dustin,2018,192,6,.224,.262,.415,.311,.295,.152,88.3,15,
Garver, Mitch,2018,302,7,.268,.248,.398,.314,.317,.150,89,12.7,
Mancini, Trey,2018,582,24,.242,.257,.445,.336,.316,.188,89.9,5.2,
McKinney, Billy,2018,119,6,.252,.252,.460,.339,.321,.208,88.8,18.7,
McMahon, Ryan,2018,181,5,.232,.214,.333,.282,.294,.120,89.3,7.5,
O'Neill, Tyler,2018,130,9,.254,.220,.480,.324,.275,.260,92.1,22.2,
Sisco, Chance,2018,160,2,.181,.177,.312,.275,.285,.135,88.4,13.6,
Smith, Dominic,2018,143,5,.224,.193,.351,.252,.226,.158,87.5,17.2,
Valaika, Pat,2018,122,2,.156,.201,.289,.247,.257,.087,84.8,16.1,
Sierra, Magneuris,2018,147,0,.190,.199,.229,.208,.233,.030,83.6,2.9,
Rosario, Amed,2018,554,9,.256,.260,.375,.296,.300,.115,87.8,7.8,
Adames, Willy,2018,288,10,.278,.222,.365,.295,.300,.143,86.7,8.5,
Wynns, Austin,2018,110,4,.255,.270,.389,.305,.302,.119,85.6,8,
Benintendi, Andrew,2018,579,16,.290,.286,.461,.361,.363,.175,88.6,12.8,
Kemp, Tony,2018,255,6,.263,.227,.315,.292,.321,.088,84.1,11.6,
Kiner-Falefa, Isiah,2018,356,4,.261,.260,.322,.295,.324,.062,84.9,7,
McNeil, Jeff,2018,225,3,.329,.279,.414,.332,.337,.134,86.6,15.5,
White, Tyler,2018,210,12,.276,.244,.425,.330,.326,.181,89,17,
Albies, Ozzie,2018,639,24,.261,.253,.411,.311,.298,.158,86.8,16.1,
Devers, Rafael,2018,450,21,.240,.236,.407,.305,.296,.171,91,11.3,
Diaz, Aledmys,2018,422,18,.263,.280,.470,.343,.321,.190,89.1,13.7,
Torres, Gleyber,2018,431,24,.271,.257,.469,.345,.329,.212,88.9,19,
Diaz, Yandy,2018,109,1,.312,.312,.445,.357,.375,.133,92.1,4.4,
Allen, Greg,2018,265,2,.257,.264,.357,.302,.319,.093,86.7,7.9,
Chapman, Matt,2018,547,24,.278,.260,.440,.343,.341,.180,93.1,14.8,
Hoskins, Rhys,2018,558,34,.246,.234,.463,.354,.347,.229,89,22.6,
Luplow, Jordan,2018,92,3,.185,.221,.377,.306,.305,.157,86.3,16.6,
Mullins, Cedric,2018,170,4,.235,.218,.326,.285,.300,.108,89.3,10.1,
O'Hearn, Ryan,2018,149,12,.262,.239,.480,.354,.333,.241,91.4,17.7,
Schwarber, Kyle,2018,428,26,.238,.245,.473,.352,.362,.228,90.9,12.3,
DeJong, Paul,2018,436,19,.241,.236,.452,.331,.311,.215,89.3,19.1,
Laureano, Ramon,2018,156,5,.288,.260,.470,.351,.335,.210,89.8,10.3,
Moncada, Yoan,2018,578,17,.235,.216,.388,.303,.298,.172,91,15.4,
Ohtani, Shohei,2018,326,22,.285,.276,.546,.386,.354,.270,92.9,12.4,
Acuna Jr., Ronald,2018,433,26,.293,.274,.538,.379,.349,.263,90.9,13.1,
Happ, Ian,2018,387,15,.233,.212,.394,.321,.337,.182,90,14.1,
Lowe, Brandon,2018,129,6,.233,.227,.443,.337,.322,.216,89.3,14.3,
Bader, Harrison,2018,379,12,.264,.234,.372,.299,.308,.138,87.1,13.7,
Fletcher, David,2018,284,1,.275,.279,.349,.303,.323,.070,84,13.4,
Kingery, Scott,2018,452,8,.226,.230,.362,.280,.274,.132,86.2,17.4,
Soto, Juan,2018,414,22,.292,.265,.487,.375,.384,.223,90.5,6.3,
Gurriel Jr., Lourdes,2018,249,11,.281,.276,.461,.332,.306,.185,91.1,11.1,
Aguilar, Jesus,2020,188,8,.277,.273,.456,.333,.350,.183,89.3,16,
Tucker, Cole,2020,109,1,.220,.198,.259,.215,.231,.061,83.1,13.3,
Lopez, Nicky,2020,169,1,.201,.236,.305,.278,.317,.069,84.9,1.4,
Dickerson, Corey,2020,194,7,.258,.254,.402,.300,.308,.148,85.7,11.1,
Soler, Jorge,2020,149,8,.228,.244,.490,.338,.339,.247,92.5,15.5,
Gonzalez, Marwin,2020,175,5,.211,.242,.404,.304,.317,.163,89.2,12.6,
Reyes, Franmil,2020,211,9,.275,.251,.447,.332,.332,.196,92.4,11.2,
Belt, Brandon,2020,149,9,.309,.285,.598,.402,.405,.313,90.7,18,
Pollock, AJ,2020,196,16,.276,.274,.502,.333,.317,.228,89.6,13,
Santander, Anthony,2020,153,11,.261,.286,.510,.338,.338,.225,88.6,24.7,
Fowler, Dexter,2020,90,4,.233,.215,.351,.281,.301,.136,84.5,11.2,
Robert, Luis,2020,202,11,.233,.226,.466,.315,.300,.240,87.9,16.7,
Story, Trevor,2020,235,11,.289,.253,.455,.318,.322,.202,89.9,20.8,
Brantley, Michael,2020,170,5,.300,.262,.415,.314,.329,.153,88.7,10.2,
Pham, Tommy,2020,109,3,.211,.266,.457,.348,.362,.191,92.8,2.4,
Harper, Bryce,2020,190,13,.268,.307,.657,.435,.451,.350,92.5,16,
Gomes, Yan,2020,109,4,.284,.284,.464,.323,.323,.181,89.9,17.6,
Yelich, Christian,2020,200,12,.205,.250,.476,.365,.394,.226,94,7.1,
McNeil, Jeff,2020,183,4,.311,.278,.410,.325,.357,.131,86.6,11.5,
Villar, Jonathan,2020,185,2,.232,.216,.287,.256,.288,.071,86.7,1.6,
Semien, Marcus,2020,211,7,.223,.204,.348,.274,.289,.143,86.2,19.3,
Anderson, Brian,2020,200,11,.255,.228,.425,.312,.322,.197,87.4,9.6,
Nunez, Renato,2020,195,12,.256,.226,.432,.301,.297,.206,86.3,21.1,
Fletcher, David,2020,207,3,.319,.292,.350,.311,.351,.058,84.7,4.1,
Encarnacion, Edwin,2020,159,10,.157,.164,.369,.268,.260,.206,85.4,22.8,
Muncy, Max,2020,203,12,.192,.235,.481,.352,.367,.246,88.5,14.2,
Escobar, Eduardo,2020,203,4,.212,.263,.395,.294,.318,.132,88.6,18.1,
Hiura, Keston,2020,217,13,.212,.210,.434,.304,.300,.224,87.4,14.3,
Upton, Justin,2020,147,9,.204,.229,.430,.315,.317,.201,91.7,18.6,
LeMahieu, DJ,2020,195,10,.364,.315,.462,.356,.379,.147,91.3,2.2,
Merrifield, Whit,2020,248,9,.282,.292,.440,.324,.334,.148,86.1,15.8,
Romine, Austin,2020,130,2,.238,.209,.298,.224,.232,.089,87.9,7.7,
Gurriel Jr., Lourdes,2020,208,11,.308,.281,.486,.331,.324,.206,90.8,10.5,
Rosario, Amed,2020,143,4,.252,.233,.341,.256,.254,.108,86.5,4.2,
Acuna Jr., Ronald,2020,160,14,.250,.254,.590,.401,.409,.336,92.4,18.6,
Ramos, Wilson,2020,142,5,.239,.248,.420,.303,.307,.171,89,6.5,
Nimmo, Brandon,2020,186,8,.280,.251,.424,.349,.382,.173,87.2,7.6,
Gordon, Alex,2020,163,4,.209,.227,.348,.289,.316,.121,82.8,11.6,
Rizzo, Anthony,2020,203,11,.222,.266,.412,.339,.382,.146,87.7,16.7,
Shaw, Travis,2020,163,6,.239,.242,.439,.310,.310,.196,90.9,19.8,
Donaldson, Josh,2020,81,6,.222,.221,.423,.344,.377,.203,92.8,6.2,
Smoak, Justin,2020,119,5,.176,.191,.330,.250,.263,.140,89.6,15.3,
Santana, Carlos,2020,206,8,.199,.253,.450,.360,.395,.197,88,12.2,
Baez, Javier,2020,222,8,.203,.215,.378,.265,.254,.163,89.4,10.3,
Grossman, Robbie,2020,166,8,.241,.240,.398,.315,.343,.158,89,15.2,
Moran, Colin,2020,178,10,.247,.255,.480,.336,.334,.224,91.9,8.3,
Olivares, Edward,2020,96,3,.240,.259,.366,.278,.286,.108,82.7,7.6,
Myers, Wil,2020,198,15,.288,.285,.588,.377,.351,.303,91,13.4,
Moore, Dylan,2020,137,8,.255,.251,.464,.343,.355,.213,90.4,17.3,
Alonso, Pete,2020,208,16,.231,.227,.466,.322,.324,.239,90.2,15.5,
Eaton, Adam,2020,159,4,.226,.248,.385,.291,.305,.137,87.8,5.7,
Calhoun, Willie,2020,100,1,.190,.196,.272,.230,.246,.077,89.3,14.4,
Reddick, Josh,2020,188,4,.245,.247,.360,.291,.320,.112,85.9,19.1,
Springer, George,2020,189,14,.265,.294,.570,.387,.385,.276,88.7,18.3,
Carpenter, Matt,2020,140,4,.186,.215,.408,.323,.350,.193,88.2,17,
Holt, Brock,2020,95,0,.211,.226,.291,.262,.298,.066,84,10.5,
Crawford, J.P.,2020,204,2,.255,.256,.360,.307,.342,.103,85.8,11.5,
Yastrzemski, Mike,2020,192,10,.297,.255,.496,.355,.364,.241,88.2,18.4,
Schwarber, Kyle,2020,191,11,.188,.225,.444,.330,.340,.219,92.8,8.8,
Votto, Joey,2020,186,11,.226,.254,.484,.356,.378,.229,87.4,15.4,
Murphy, Sean,2020,116,7,.233,.219,.442,.335,.353,.223,92.2,14.7,
Maybin, Cameron,2020,93,1,.247,.243,.380,.293,.304,.137,87.8,8.9,
Piscotty, Stephen,2020,159,5,.226,.239,.402,.284,.283,.163,88.1,13.5,
Wolters, Tony,2020,100,0,.230,.262,.344,.281,.310,.082,84.1,8.2,
Peralta, David,2020,203,5,.300,.263,.375,.292,.306,.113,89.2,6.4,
Frazier, Adam,2020,209,7,.230,.253,.380,.299,.318,.127,85.5,12.3,
Bader, Harrison,2020,106,4,.226,.198,.421,.314,.315,.222,86,15.7,
